#  [JENDL-5    300 K], Ra-226, MT =  16 (n,2n)
#    energy (eV)  cross sec. (b)
    6.787473e+02    1.294308e-01
    6.788182e+02    1.378798e-01
    6.788890e+02    1.474219e-01
    6.789465e+02    1.561191e-01
    6.790040e+02    1.658511e-01
    6.790614e+02    1.768420e-01
    6.790997e+02    1.850185e-01
    6.791380e+02    1.940156e-01
    6.791764e+02    2.039945e-01
    6.792156e+02    2.154506e-01
    6.792457e+02    2.252754e-01
    6.792758e+02    2.361819e-01
    6.793059e+02    2.483843e-01
    6.793360e+02    2.621491e-01
    6.793662e+02    2.778081e-01
    6.793963e+02    2.957728e-01
    6.794164e+02    3.092775e-01
    6.794364e+02    3.242109e-01
    6.794565e+02    3.407794e-01
    6.794766e+02    3.592196e-01
    6.794967e+02    3.798026e-01
    6.795167e+02    4.028375e-01
    6.795326e+02    4.230597e-01
    6.795486e+02    4.452377e-01
    6.795645e+02    4.695884e-01
    6.795804e+02    4.963511e-01
    6.795963e+02    5.257891e-01
    6.796122e+02    5.581921e-01
    6.796281e+02    5.938776e-01
    6.796440e+02    6.331929e-01
    6.796599e+02    6.765184e-01
    6.796758e+02    7.242680e-01
    6.796917e+02    7.768925e-01
    6.797076e+02    8.348810e-01
    6.797235e+02    8.987638e-01
    6.797394e+02    9.691138e-01
    6.797553e+02    1.046549e+00
    6.797712e+02    1.131734e+00
    6.797885e+02    1.233558e+00
    6.798057e+02    1.346281e+00
    6.798229e+02    1.470950e+00
    6.798401e+02    1.608680e+00
    6.798574e+02    1.760664e+00
    6.798746e+02    1.928168e+00
    6.798918e+02    2.112536e+00
    6.799091e+02    2.315180e+00
    6.799263e+02    2.537594e+00
    6.799435e+02    2.781334e+00
    6.799597e+02    3.031284e+00
    6.799738e+02    3.266827e+00
    6.799879e+02    3.519799e+00
    6.800020e+02    3.791179e+00
    6.800161e+02    4.081969e+00
    6.800303e+02    4.393188e+00
    6.800444e+02    4.725867e+00
    6.800585e+02    5.081049e+00
    6.800679e+02    5.330856e+00
    6.800867e+02    5.863114e+00
    6.801055e+02    6.440955e+00
    6.801225e+02    7.003452e+00
    6.801395e+02    7.606798e+00
    6.801565e+02    8.252692e+00
    6.801734e+02    8.942750e+00
    6.801904e+02    9.678511e+00
    6.802074e+02    1.046138e+01
    6.802244e+02    1.129265e+01
    6.802482e+02    1.254494e+01
    6.802689e+02    1.370976e+01
    6.802896e+02    1.495089e+01
    6.803102e+02    1.626895e+01
    6.803377e+02    1.814606e+01
    6.803634e+02    2.001775e+01
    6.803872e+02    2.185570e+01
    6.804110e+02    2.378832e+01
    6.804467e+02    2.685304e+01
    6.804894e+02    3.074186e+01
    6.805320e+02    3.482889e+01
    6.806574e+02    4.728228e+01
    6.807070e+02    5.199275e+01
    6.807543e+02    5.615909e+01
    6.807917e+02    5.912210e+01
    6.808327e+02    6.193945e+01
    6.808680e+02    6.395476e+01
    6.809055e+02    6.561808e+01
    6.809382e+02    6.664261e+01
    6.809710e+02    6.724376e+01
    6.809999e+02    6.741296e+01
    6.810342e+02    6.717116e+01
    6.810632e+02    6.659494e+01
    6.810987e+02    6.543780e+01
    6.811362e+02    6.371153e+01
    6.811755e+02    6.138488e+01
    6.812141e+02    5.864717e+01
    6.812375e+02    5.679881e+01
    6.812843e+02    5.275163e+01
    6.813321e+02    4.825767e+01
    6.814761e+02    3.401252e+01
    6.815174e+02    3.008075e+01
    6.815500e+02    2.712099e+01
    6.815837e+02    2.420807e+01
    6.816077e+02    2.223775e+01
    6.816318e+02    2.036302e+01
    6.816558e+02    1.858803e+01
    6.816825e+02    1.673763e+01
    6.817046e+02    1.530852e+01
    6.817266e+02    1.396677e+01
    6.817486e+02    1.271176e+01
    6.817706e+02    1.154222e+01
    6.817939e+02    1.039550e+01
    6.818111e+02    9.605413e+00
    6.818284e+02    8.863701e+00
    6.818456e+02    8.168869e+00
    6.818629e+02    7.519300e+00
    6.818801e+02    6.913289e+00
    6.818974e+02    6.349053e+00
    6.819146e+02    5.824755e+00
    6.819327e+02    5.315343e+00
    6.819469e+02    4.943191e+00
    6.819611e+02    4.594481e+00
    6.819753e+02    4.268146e+00
    6.819896e+02    3.963128e+00
    6.820038e+02    3.678381e+00
    6.820180e+02    3.412873e+00
    6.820322e+02    3.165592e+00
    6.820464e+02    2.935551e+00
    6.820606e+02    2.721786e+00
    6.820749e+02    2.523359e+00
    6.820871e+02    2.364090e+00
    6.820993e+02    2.214963e+00
    6.821116e+02    2.075436e+00
    6.821238e+02    1.944984e+00
    6.821361e+02    1.823100e+00
    6.821483e+02    1.709301e+00
    6.821605e+02    1.603117e+00
    6.821728e+02    1.504100e+00
    6.821850e+02    1.411819e+00
    6.821973e+02    1.325867e+00
    6.822095e+02    1.245849e+00
    6.822217e+02    1.171394e+00
    6.822340e+02    1.102145e+00
    6.822462e+02    1.037767e+00
    6.822585e+02    9.779394e-01
    6.822707e+02    9.223587e-01
    6.822844e+02    8.649618e-01
    6.822981e+02    8.121292e-01
    6.823117e+02    7.635094e-01
    6.823254e+02    7.187743e-01
    6.823391e+02    6.776167e-01
    6.823527e+02    6.397516e-01
    6.823664e+02    6.049127e-01
    6.823801e+02    5.728538e-01
    6.823937e+02    5.433454e-01
    6.824074e+02    5.161761e-01
    6.824211e+02    4.911495e-01
    6.824416e+02    4.572354e-01
    6.824621e+02    4.271866e-01
    6.824826e+02    4.005150e-01
    6.825052e+02    3.744672e-01
    6.825290e+02    3.504953e-01
    6.825527e+02    3.294173e-01
    6.825764e+02    3.108065e-01
    6.826001e+02    2.942996e-01
    6.826238e+02    2.795877e-01
    6.826475e+02    2.664092e-01
    6.826713e+02    2.545424e-01
    6.826950e+02    2.438005e-01
    6.827266e+02    2.309588e-01
    6.827619e+02    2.182809e-01
    6.828009e+02    2.059311e-01
    6.828399e+02    1.949827e-01
    6.828789e+02    1.851743e-01
    6.829179e+02    1.763073e-01
    6.829569e+02    1.682295e-01
    6.830154e+02    1.573421e-01
    6.830760e+02    1.473447e-01
    6.831408e+02    1.378340e-01
    6.832057e+02    1.293411e-01
    6.832705e+02    1.217077e-01
    6.833353e+02    1.148102e-01
    6.834001e+02    1.085497e-01
    6.834793e+02    1.016560e-01
    6.835584e+02    9.547063e-02
    6.836375e+02    8.989543e-02
    6.837166e+02    8.484956e-02
    6.837957e+02    8.026561e-02
    6.838841e+02    7.562375e-02
    6.839770e+02    7.121278e-02
    6.840700e+02    6.722406e-02
    6.841630e+02    6.360379e-02
    6.842559e+02    6.030670e-02
    6.843519e+02    5.719918e-02
    6.844541e+02    5.418611e-02
    6.845563e+02    5.143959e-02
    6.846585e+02    4.892828e-02
    6.847947e+02    4.590001e-02
    6.849069e+02    4.364813e-02
    6.850389e+02    4.123884e-02
    6.851709e+02    3.905871e-02
    6.853029e+02    3.707886e-02
    6.853909e+02    3.585799e-02
    6.855669e+02    3.362584e-02
    6.857484e+02    3.157965e-02
    6.859299e+02    2.975432e-02
    6.861114e+02    2.811819e-02
    6.862928e+02    2.664535e-02
    6.864743e+02    2.531433e-02
    6.866880e+02    2.390470e-02
    6.869177e+02    2.255221e-02
    6.871475e+02    2.134411e-02
    6.873772e+02    2.025964e-02
    6.876070e+02    1.928200e-02
    6.878957e+02    1.818369e-02
    6.881668e+02    1.726527e-02
    6.884379e+02    1.643999e-02
    6.887090e+02    1.569509e-02
    6.889801e+02    1.502016e-02
    6.893868e+02    1.412028e-02
    6.897934e+02    1.333449e-02
    6.901161e+02    1.277867e-02
    6.904905e+02    1.219761e-02
    6.908648e+02    1.167576e-02
    6.912392e+02    1.120519e-02
    6.918007e+02    1.058121e-02
    6.923622e+02    1.003883e-02
    6.929237e+02    9.563507e-03
    6.934807e+02    9.147701e-03
    6.940376e+02    8.778750e-03
    6.947803e+02    8.348175e-03
    6.955229e+02    7.975827e-03
    6.962737e+02    7.647889e-03
    6.970326e+02    7.358308e-03
    6.977916e+02    7.104464e-03
    6.985505e+02    6.881391e-03
    6.993554e+02    6.674378e-03
    7.006316e+02    6.395732e-03
    7.019078e+02    6.171981e-03
    7.031889e+02    5.991429e-03
    7.044725e+02    5.849260e-03
    7.057560e+02    5.741989e-03
    7.069549e+02    5.670457e-03
    7.081537e+02    5.624840e-03
    7.097522e+02    5.602835e-03
    7.112580e+02    5.622580e-03
    7.127638e+02    5.682421e-03
    7.141550e+02    5.775567e-03
    7.155462e+02    5.908449e-03
    7.168680e+02    6.075891e-03
    7.180512e+02    6.263118e-03
    7.192343e+02    6.493666e-03
    7.203663e+02    6.759025e-03
    7.214725e+02    7.068554e-03
    7.225788e+02    7.436445e-03
    7.233128e+02    7.718124e-03
    7.240467e+02    8.034451e-03
    7.247806e+02    8.390237e-03
    7.255145e+02    8.791143e-03
    7.262430e+02    9.239404e-03
    7.269715e+02    9.747624e-03
    7.277000e+02    1.032608e-02
    7.282463e+02    1.081281e-02
    7.287366e+02    1.129360e-02
    7.293528e+02    1.196543e-02
    7.299691e+02    1.272433e-02
    7.304313e+02    1.335951e-02
    7.308935e+02    1.405947e-02
    7.314124e+02    1.493378e-02
    7.319314e+02    1.591614e-02
    7.323206e+02    1.673448e-02
    7.327099e+02    1.763270e-02
    7.329693e+02    1.828115e-02
    7.334060e+02    1.947355e-02
    7.338427e+02    2.081028e-02
    7.341702e+02    2.192178e-02
    7.344977e+02    2.313984e-02
    7.347160e+02    2.401788e-02
    7.350935e+02    2.567636e-02
    7.353767e+02    2.705135e-02
    7.356598e+02    2.855436e-02
    7.359429e+02    3.020198e-02
    7.362261e+02    3.201335e-02
    7.364796e+02    3.379275e-02
    7.367332e+02    3.574005e-02
    7.369868e+02    3.787700e-02
    7.372403e+02    4.022902e-02
    7.374939e+02    4.282602e-02
    7.377093e+02    4.525094e-02
    7.379711e+02    4.850724e-02
    7.381674e+02    5.120266e-02
    7.383637e+02    5.414459e-02
    7.385600e+02    5.736404e-02
    7.387445e+02    6.067486e-02
    7.389231e+02    6.417629e-02
    7.391017e+02    6.800666e-02
    7.392803e+02    7.220885e-02
    7.394589e+02    7.683308e-02
    7.396287e+02    8.167265e-02
    7.397807e+02    8.642412e-02
    7.399327e+02    9.162137e-02
    7.400847e+02    9.732234e-02
    7.402367e+02    1.035948e-01
    7.403887e+02    1.105186e-01
    7.405133e+02    1.167427e-01
    7.406378e+02    1.235279e-01
    7.407624e+02    1.309447e-01
    7.408869e+02    1.390748e-01
    7.410115e+02    1.480141e-01
    7.411279e+02    1.572021e-01
    7.412403e+02    1.669348e-01
    7.413527e+02    1.776326e-01
    7.414651e+02    1.894297e-01
    7.415774e+02    2.024852e-01
    7.416827e+02    2.160281e-01
    7.417739e+02    2.289183e-01
    7.418650e+02    2.430415e-01
    7.419561e+02    2.585643e-01
    7.420473e+02    2.756837e-01
    7.421384e+02    2.946335e-01
    7.422172e+02    3.127044e-01
    7.422960e+02    3.325671e-01
    7.423748e+02    3.544772e-01
    7.424536e+02    3.787402e-01
    7.425324e+02    4.057248e-01
    7.426057e+02    4.336666e-01
    7.426762e+02    4.635692e-01
    7.427468e+02    4.969176e-01
    7.428173e+02    5.343268e-01
    7.428643e+02    5.619024e-01
    7.429114e+02    5.919188e-01
    7.429713e+02    6.342777e-01
    7.430260e+02    6.776315e-01
    7.430806e+02    7.264625e-01
    7.431170e+02    7.626506e-01
    7.431534e+02    8.022720e-01
    7.431899e+02    8.458908e-01
    7.432263e+02    8.941997e-01
    7.432594e+02    9.429301e-01
    7.432926e+02    9.970273e-01
    7.433257e+02    1.057439e+00
    7.433588e+02    1.125311e+00
    7.433837e+02    1.181933e+00
    7.434085e+02    1.244212e+00
    7.434334e+02    1.312935e+00
    7.434582e+02    1.389006e+00
    7.434831e+02    1.473456e+00
    7.435054e+02    1.557659e+00
    7.435266e+02    1.645212e+00
    7.435477e+02    1.741467e+00
    7.435689e+02    1.847439e+00
    7.435900e+02    1.964254e+00
    7.436112e+02    2.093153e+00
    7.436323e+02    2.235508e+00
    7.436535e+02    2.392820e+00
    7.436746e+02    2.566736e+00
    7.436957e+02    2.759049e+00
    7.437169e+02    2.971714e+00
    7.437342e+02    3.162649e+00
    7.437515e+02    3.369916e+00
    7.437689e+02    3.594841e+00
    7.437862e+02    3.838827e+00
    7.438035e+02    4.103356e+00
    7.438209e+02    4.389985e+00
    7.438382e+02    4.700354e+00
    7.438555e+02    5.036169e+00
    7.438729e+02    5.399219e+00
    7.438902e+02    5.791356e+00
    7.439072e+02    6.206442e+00
    7.439236e+02    6.635972e+00
    7.439399e+02    7.096632e+00
    7.439563e+02    7.590166e+00
    7.439672e+02    7.938325e+00
    7.439891e+02    8.682972e+00
    7.440054e+02    9.285818e+00
    7.440218e+02    9.928725e+00
    7.440382e+02    1.061350e+01
    7.440546e+02    1.134191e+01
    7.440726e+02    1.219549e+01
    7.440906e+02    1.310625e+01
    7.441139e+02    1.437465e+01
    7.441381e+02    1.579718e+01
    7.441642e+02    1.747146e+01
    7.441880e+02    1.911070e+01
    7.442121e+02    2.090028e+01
    7.442363e+02    2.281518e+01
    7.442618e+02    2.498062e+01
    7.442928e+02    2.779206e+01
    7.443261e+02    3.104312e+01
    7.443562e+02    3.419000e+01
    7.443872e+02    3.760272e+01
    7.444181e+02    4.118798e+01
    7.444646e+02    4.684559e+01
    7.445265e+02    5.477363e+01
    7.446466e+02    7.042999e+01
    7.446855e+02    7.526937e+01
    7.447351e+02    8.100428e+01
    7.447722e+02    8.489821e+01
    7.448093e+02    8.835758e+01
    7.448465e+02    9.131195e+01
    7.448836e+02    9.369946e+01
    7.449208e+02    9.546904e+01
    7.449604e+02    9.663238e+01
    7.449997e+02    9.702000e+01
    7.450384e+02    9.664642e+01
    7.450780e+02    9.549710e+01
    7.451151e+02    9.374024e+01
    7.451535e+02    9.127555e+01
    7.451894e+02    8.842177e+01
    7.452241e+02    8.521708e+01
    7.452612e+02    8.135916e+01
    7.453107e+02    7.566218e+01
    7.453762e+02    6.746118e+01
    7.455045e+02    5.072068e+01
    7.455509e+02    4.488529e+01
    7.455973e+02    3.933986e+01
    7.456360e+02    3.499621e+01
    7.456670e+02    3.172707e+01
    7.456979e+02    2.865382e+01
    7.457289e+02    2.578407e+01
    7.457521e+02    2.376774e+01
    7.457732e+02    2.203845e+01
    7.457942e+02    2.040519e+01
    7.458153e+02    1.886689e+01
    7.458364e+02    1.742193e+01
    7.458575e+02    1.606822e+01
    7.458785e+02    1.480324e+01
    7.458996e+02    1.362413e+01
    7.459207e+02    1.252772e+01
    7.459426e+02    1.146971e+01
    7.459646e+02    1.049370e+01
    7.459866e+02    9.595497e+00
    7.460085e+02    8.770780e+00
    7.460305e+02    8.015201e+00
    7.460469e+02    7.491271e+00
    7.460634e+02    7.001969e+00
    7.460799e+02    6.545498e+00
    7.460963e+02    6.120095e+00
    7.461138e+02    5.701062e+00
    7.461313e+02    5.313009e+00
    7.461487e+02    4.953992e+00
    7.461662e+02    4.622140e+00
    7.461836e+02    4.315647e+00
    7.462011e+02    4.032790e+00
    7.462186e+02    3.771917e+00
    7.462360e+02    3.531461e+00
    7.462535e+02    3.309930e+00
    7.462709e+02    3.105917e+00
    7.462898e+02    2.904147e+00
    7.463113e+02    2.694355e+00
    7.463328e+02    2.504964e+00
    7.463543e+02    2.333975e+00
    7.463759e+02    2.179554e+00
    7.463974e+02    2.040023e+00
    7.464189e+02    1.913856e+00
    7.464405e+02    1.799666e+00
    7.464620e+02    1.696195e+00
    7.464835e+02    1.602312e+00
    7.465050e+02    1.516994e+00
    7.465281e+02    1.433990e+00
    7.465520e+02    1.356363e+00
    7.465758e+02    1.286070e+00
    7.465997e+02    1.222242e+00
    7.466236e+02    1.164115e+00
    7.466554e+02    1.094338e+00
    7.466872e+02    1.032157e+00
    7.467190e+02    9.764361e-01
    7.467508e+02    9.262263e-01
    7.467861e+02    8.759861e-01
    7.468250e+02    8.264205e-01
    7.468638e+02    7.818582e-01
    7.469026e+02    7.415300e-01
    7.469414e+02    7.048165e-01
    7.469802e+02    6.712163e-01
    7.470385e+02    6.257802e-01
    7.471001e+02    5.831399e-01
    7.471457e+02    5.546207e-01
    7.472141e+02    5.159492e-01
    7.472826e+02    4.814847e-01
    7.473510e+02    4.505822e-01
    7.474194e+02    4.227300e-01
    7.474923e+02    3.959305e-01
    7.475676e+02    3.710049e-01
    7.476428e+02    3.484611e-01
    7.477180e+02    3.279934e-01
    7.477932e+02    3.093454e-01
    7.478757e+02    2.907224e-01
    7.479728e+02    2.709487e-01
    7.480700e+02    2.531907e-01
    7.481671e+02    2.371772e-01
    7.482643e+02    2.226824e-01
    7.483614e+02    2.095166e-01
    7.484699e+02    1.961892e-01
    7.485784e+02    1.841311e-01
    7.486869e+02    1.731837e-01
    7.487953e+02    1.632128e-01
    7.489038e+02    1.541043e-01
    7.490236e+02    1.449291e-01
    7.491491e+02    1.361979e-01
    7.492746e+02    1.282568e-01
    7.494001e+02    1.210127e-01
    7.495255e+02    1.143856e-01
    7.496608e+02    1.078557e-01
    7.498155e+02    1.010712e-01
    7.499702e+02    9.493045e-02
    7.501250e+02    8.935416e-02
    7.502797e+02    8.427487e-02
    7.504344e+02    7.963507e-02
    7.506132e+02    7.475852e-02
    7.507919e+02    7.033794e-02
    7.509707e+02    6.631825e-02
    7.511494e+02    6.265239e-02
    7.513281e+02    5.929990e-02
    7.514830e+02    5.662196e-02
    7.516735e+02    5.358464e-02
    7.518640e+02    5.080177e-02
    7.520545e+02    4.824575e-02
    7.522450e+02    4.589267e-02
    7.525308e+02    4.269890e-02
    7.528166e+02    3.985620e-02
    7.530920e+02    3.740244e-02
    7.533623e+02    3.523203e-02
    7.536326e+02    3.326740e-02
    7.539029e+02    3.148375e-02
    7.541733e+02    2.985987e-02
    7.544541e+02    2.832262e-02
    7.547560e+02    2.682093e-02
    7.550578e+02    2.545740e-02
    7.553597e+02    2.421611e-02
    7.557622e+02    2.272771e-02
    7.560798e+02    2.167128e-02
    7.564290e+02    2.061572e-02
    7.567782e+02    1.965868e-02
    7.571274e+02    1.878932e-02
    7.575930e+02    1.775083e-02
    7.580224e+02    1.690014e-02
    7.584154e+02    1.619941e-02
    7.590050e+02    1.527225e-02
    7.595946e+02    1.447487e-02
    7.601842e+02    1.378777e-02
    7.607738e+02    1.319691e-02
    7.613824e+02    1.267586e-02
    7.620005e+02    1.222861e-02
    7.626186e+02    1.185525e-02
    7.632367e+02    1.154892e-02
    7.638548e+02    1.130436e-02
    7.645163e+02    1.110672e-02
    7.652646e+02    1.095936e-02
    7.660129e+02    1.088847e-02
    7.662623e+02    1.088191e-02
    7.668731e+02    1.090273e-02
    7.674839e+02    1.097562e-02
    7.680948e+02    1.110378e-02
    7.687056e+02    1.129044e-02
    7.693164e+02    1.154045e-02
    7.699023e+02    1.184554e-02
    7.704757e+02    1.221200e-02
    7.710490e+02    1.265351e-02
    7.716224e+02    1.318075e-02
    7.721958e+02    1.380884e-02
    7.727387e+02    1.451131e-02
    7.732206e+02    1.523728e-02
    7.737025e+02    1.607574e-02
    7.741844e+02    1.704532e-02
    7.745057e+02    1.777594e-02
    7.748270e+02    1.858351e-02
    7.751483e+02    1.947808e-02
    7.755203e+02    2.063904e-02
    7.758924e+02    2.195533e-02
    7.761714e+02    2.305996e-02
    7.764505e+02    2.428016e-02
    7.766365e+02    2.516568e-02
    7.769564e+02    2.684131e-02
    7.771964e+02    2.824106e-02
    7.774363e+02    2.978096e-02
    7.776763e+02    3.147979e-02
    7.779162e+02    3.335978e-02
    7.781697e+02    3.557127e-02
    7.784231e+02    3.805129e-02
    7.786132e+02    4.011405e-02
    7.788032e+02    4.237506e-02
    7.789862e+02    4.476240e-02
    7.791548e+02    4.717027e-02
    7.793234e+02    4.980225e-02
    7.794920e+02    5.268702e-02
    7.796606e+02    5.585812e-02
    7.798293e+02    5.935479e-02
    7.799764e+02    6.270856e-02
    7.801236e+02    6.638140e-02
    7.802707e+02    7.041526e-02
    7.804179e+02    7.485933e-02
    7.805651e+02    7.977160e-02
    7.806923e+02    8.444873e-02
    7.808096e+02    8.915994e-02
    7.809268e+02    9.430407e-02
    7.810441e+02    9.993650e-02
    7.811614e+02    1.061219e-01
    7.812752e+02    1.127255e-01
    7.813821e+02    1.195400e-01
    7.814890e+02    1.270288e-01
    7.815959e+02    1.352856e-01
    7.817028e+02    1.444215e-01
    7.818097e+02    1.545692e-01
    7.818911e+02    1.630766e-01
    7.819725e+02    1.723463e-01
    7.820540e+02    1.824751e-01
    7.821354e+02    1.935762e-01
    7.822169e+02    2.057830e-01
    7.822931e+02    2.183441e-01
    7.823666e+02    2.316664e-01
    7.824402e+02    2.463284e-01
    7.825138e+02    2.625275e-01
    7.825873e+02    2.805031e-01
    7.826591e+02    3.000464e-01
    7.827274e+02    3.207814e-01
    7.827958e+02    3.439872e-01
    7.828413e+02    3.610647e-01
    7.828869e+02    3.796353e-01
    7.829324e+02    3.999225e-01
    7.829779e+02    4.222054e-01
    7.830183e+02    4.439244e-01
    7.830712e+02    4.756738e-01
    7.831065e+02    4.993364e-01
    7.831417e+02    5.253907e-01
    7.831770e+02    5.542645e-01
    7.832123e+02    5.864858e-01
    7.832475e+02    6.227079e-01
    7.832740e+02    6.529792e-01
    7.832988e+02    6.842560e-01
    7.833229e+02    7.175198e-01
    7.833469e+02    7.541408e-01
    7.833710e+02    7.945956e-01
    7.833950e+02    8.394299e-01
    7.834191e+02    8.892703e-01
    7.834431e+02    9.448320e-01
    7.834672e+02    1.006930e+00
    7.834913e+02    1.076492e+00
    7.835153e+02    1.154567e+00
    7.835394e+02    1.242341e+00
    7.835599e+02    1.325695e+00
    7.835803e+02    1.417956e+00
    7.836008e+02    1.520131e+00
    7.836213e+02    1.633325e+00
    7.836418e+02    1.758744e+00
    7.836622e+02    1.897702e+00
    7.836827e+02    2.051629e+00
    7.837032e+02    2.222070e+00
    7.837237e+02    2.410696e+00
    7.837442e+02    2.619300e+00
    7.837634e+02    2.835258e+00
    7.837802e+02    3.040621e+00
    7.837969e+02    3.263160e+00
    7.838137e+02    3.504118e+00
    7.838305e+02    3.764796e+00
    7.838473e+02    4.046547e+00
    7.838640e+02    4.350784e+00
    7.838808e+02    4.678961e+00
    7.838976e+02    5.032582e+00
    7.839144e+02    5.413189e+00
    7.839312e+02    5.822366e+00
    7.839468e+02    6.232127e+00
    7.839670e+02    6.800377e+00
    7.839872e+02    7.417384e+00
    7.840074e+02    8.086027e+00
    7.840276e+02    8.809184e+00
    7.840477e+02    9.589683e+00
    7.840679e+02    1.043029e+01
    7.840881e+02    1.133368e+01
    7.841064e+02    1.220796e+01
    7.841309e+02    1.346988e+01
    7.841555e+02    1.483545e+01
    7.841800e+02    1.630797e+01
    7.842046e+02    1.789006e+01
    7.842291e+02    1.958356e+01
    7.842580e+02    2.171683e+01
    7.842868e+02    2.400490e+01
    7.843183e+02    2.667773e+01
    7.843551e+02    3.002310e+01
    7.843870e+02    3.310359e+01
    7.844312e+02    3.761679e+01
    7.844850e+02    4.342476e+01
    7.846427e+02    6.116415e+01
    7.846891e+02    6.610985e+01
    7.847272e+02    6.990503e+01
    7.847643e+02    7.330695e+01
    7.848014e+02    7.634670e+01
    7.848385e+02    7.896451e+01
    7.848719e+02    8.091587e+01
    7.849109e+02    8.266296e+01
    7.849480e+02    8.376175e+01
    7.849806e+02    8.425285e+01
    7.849997e+02    8.433085e+01
    7.850380e+02    8.401829e+01
    7.850752e+02    8.312545e+01
    7.851123e+02    8.167112e+01
    7.851401e+02    8.022999e+01
    7.851772e+02    7.787346e+01
    7.852144e+02    7.506459e+01
    7.852515e+02    7.185956e+01
    7.852946e+02    6.771831e+01
    7.853410e+02    6.288098e+01
    7.854037e+02    5.594899e+01
    7.855174e+02    4.313071e+01
    7.855681e+02    3.765545e+01
    7.856062e+02    3.375009e+01
    7.856465e+02    2.985181e+01
    7.856740e+02    2.733533e+01
    7.857016e+02    2.495153e+01
    7.857291e+02    2.270534e+01
    7.857544e+02    2.077276e+01
    7.857796e+02    1.895876e+01
    7.858048e+02    1.726299e+01
    7.858301e+02    1.568404e+01
    7.858553e+02    1.421956e+01
    7.858727e+02    1.327514e+01
    7.858906e+02    1.235396e+01
    7.859086e+02    1.148636e+01
    7.859266e+02    1.067070e+01
    7.859445e+02    9.905234e+00
    7.859625e+02    9.188104e+00
    7.859804e+02    8.517399e+00
    7.859984e+02    7.891147e+00
    7.860186e+02    7.235947e+00
    7.860355e+02    6.728246e+00
    7.860524e+02    6.254427e+00
    7.860693e+02    5.812802e+00
    7.860862e+02    5.401709e+00
    7.861031e+02    5.019503e+00
    7.861200e+02    4.664578e+00
    7.861369e+02    4.335356e+00
    7.861538e+02    4.030312e+00
    7.861707e+02    3.747959e+00
    7.861876e+02    3.486869e+00
    7.862070e+02    3.212083e+00
    7.862264e+02    2.961420e+00
    7.862457e+02    2.732994e+00
    7.862651e+02    2.525027e+00
    7.862844e+02    2.335841e+00
    7.863038e+02    2.163859e+00
    7.863232e+02    2.007607e+00
    7.863425e+02    1.865710e+00
    7.863619e+02    1.736888e+00
    7.863813e+02    1.619956e+00
    7.864014e+02    1.509540e+00
    7.864233e+02    1.402024e+00
    7.864451e+02    1.305571e+00
    7.864669e+02    1.218989e+00
    7.864887e+02    1.141198e+00
    7.865106e+02    1.071226e+00
    7.865324e+02    1.008202e+00
    7.865542e+02    9.513440e-01
    7.865761e+02    8.999550e-01
    7.865979e+02    8.534134e-01
    7.866197e+02    8.111666e-01
    7.866453e+02    7.663605e-01
    7.866729e+02    7.232831e-01
    7.867005e+02    6.847288e-01
    7.867280e+02    6.500645e-01
    7.867556e+02    6.187523e-01
    7.867923e+02    5.814372e-01
    7.868290e+02    5.483807e-01
    7.868658e+02    5.188643e-01
    7.869025e+02    4.923117e-01
    7.869413e+02    4.669731e-01
    7.869822e+02    4.428243e-01
    7.870230e+02    4.208851e-01
    7.870639e+02    4.008337e-01
    7.871252e+02    3.737464e-01
    7.871865e+02    3.496643e-01
    7.872478e+02    3.280854e-01
    7.873207e+02    3.051832e-01
    7.873935e+02    2.847794e-01
    7.874663e+02    2.664914e-01
    7.875391e+02    2.500159e-01
    7.876119e+02    2.351073e-01
    7.876947e+02    2.198157e-01
    7.877824e+02    2.052604e-01
    7.878700e+02    1.921721e-01
    7.879577e+02    1.803538e-01
    7.880454e+02    1.696419e-01
    7.881361e+02    1.595774e-01
    7.882329e+02    1.498387e-01
    7.883297e+02    1.410040e-01
    7.884265e+02    1.329627e-01
    7.885233e+02    1.256209e-01
    7.886201e+02    1.188986e-01
    7.887416e+02    1.112344e-01
    7.888631e+02    1.043227e-01
    7.889846e+02    9.806697e-02
    7.891060e+02    9.238588e-02
    7.892275e+02    8.721050e-02
    7.893608e+02    8.204455e-02
    7.895000e+02    7.715285e-02
    7.896391e+02    7.271231e-02
    7.897783e+02    6.866880e-02
    7.899175e+02    6.497614e-02
    7.900626e+02    6.145771e-02
    7.902195e+02    5.798932e-02
    7.903763e+02    5.482991e-02
    7.905332e+02    5.194391e-02
    7.907424e+02    4.846903e-02
    7.909081e+02    4.598209e-02
    7.910915e+02    4.347022e-02
    7.912749e+02    4.118210e-02
    7.914583e+02    3.909218e-02
    7.917029e+02    3.657643e-02
    7.919035e+02    3.471585e-02
    7.921385e+02    3.273974e-02
    7.923735e+02    3.095673e-02
    7.926085e+02    2.934290e-02
    7.928435e+02    2.787805e-02
    7.930785e+02    2.654515e-02
    7.933403e+02    2.519830e-02
    7.936021e+02    2.398018e-02
    7.937766e+02    2.323228e-02
    7.941256e+02    2.187357e-02
    7.944746e+02    2.067625e-02
    7.948069e+02    1.966600e-02
    7.951391e+02    1.876616e-02
    7.954714e+02    1.796432e-02
    7.958037e+02    1.725013e-02
    7.962467e+02    1.641909e-02
    7.967279e+02    1.565546e-02
